exoplanet_name,star_name,M,M_errmin,M_errmax,m,m_errmin,m_errmax,P,P_errmin,P_errmax,a,a_errmin,a_errmax
NGTS-9 b,NGTS-9,1.34,0.05,0.05,2.9,0.17,0.17,4.43527,2.00E-05,2.00E-05,0.058,0.003,0.003
NLTT 41135 b,NLTT 41135,0.188,0.022,0.026,33.7,2.8,2.8,2.889475,2.50E-05,2.50E-05,0.024,0.001,0.001
NLTT 5306 b,NLTT 5306,0.44,0.04,0.04,56,3,3,0.07,0.0003,0.0003,0.00263,2.00E-05,2.00E-05
OGLE-2005-071L b,OGLE-2005-071L,0.46,0.04,0.04,3.5,0.3,0.3,3600,0,0,3.6,0.2,0.2
OGLE-2006-109L b,OGLE-2006-109L,0.51,0.04,0.04,0.727,0.06,0.06,1790,548,548,2.3,0.5,0.5
OGLE-2006-109L c,OGLE-2006-109L,0.51,0.04,0.04,0.271,0.022,0.022,4931,1750,1750,4.5,1,1
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,0.88,0.06,0.06,13.38,0.82,0.88,1223.6,300,1896,2.17,0.38,1.87
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,0.1,0.1,4.5,0.6,0.6,3100,685,685,4.2,0.6,0.6
OGLE-TR-10 b,OGLE-TR-10,1.18,0.04,0.04,0.68,0.15,0.15,3.10129,1.00E-05,1.00E-05,0.04162,4.00E-05,4.00E-05
OGLE-TR-111 b,OGLE-TR-111,0.82,0.15,0.15,0.54,0.1,0.1,4.01451,4.10E-06,4.10E-06,0.047,0.001,0.001
OGLE-TR-113 b,OGLE-TR-113,0.78,0.02,0.02,1.24,0.17,0.17,1.4324772,1.20E-06,1.20E-06,0.0229,0.0002,0.0002
OGLE-TR-132 b,OGLE-TR-132,1.26,0.03,0.03,1.17,0.14,0.14,1.689868,3.00E-06,3.00E-06,0.0306,0.0008,0.0008
OGLE-TR-182 b,OGLE-TR-182,1.14,0.05,0.05,1.06,0.15,0.15,3.9791,1.00E-05,1.00E-05,0.051,0.001,0.001
OGLE-TR-211 b,OGLE-TR-211,1.33,0.05,0.05,0.75,0.15,0.15,3.67724,3.00E-05,3.00E-05,0.051,0.001,0.001
OGLE-TR-56 b,OGLE-TR-56,1.17,0.04,0.04,1.3,0.08,0.08,1.211909,1.00E-06,1.00E-06,0.0225,0.0004,0.0004
OGLE2-TR-L9 b,OGLE2-TR-L9,1.42,0.11,0.11,4.34,1.48,1.48,2.4855335,7.00E-07,7.00E-07,0.0404,0.0011,0.0011
PDS 70 b,PDS 70,0.76,0.02,0.02,7,2,2,45108,1790,3580,22.7,0.5,2
PDS 70 c,PDS 70,0.76,0.02,0.02,4.4,1.1,1.1,69945,11500,5771,30.2,2.4,2
POTS-1 b,POTS-1,0.695,0.05,0.05,2.31,0.77,0.77,3.1606296,1.57E-06,1.57E-06,0.03734,0.0009,0.0009
Qatar-1 b,Qatar-1,0.838,0.016,0.016,1.294,0.049,0.05,1.42002504,7.10E-07,7.10E-07,0.02332,0.00032,0.0004
Qatar-10 b,Qatar-10,1.156,0.068,0.068,0.736,0.09,0.09,1.645321,1.00E-05,1.00E-05,0.0286,0.0006,0.0006
Qatar-2 b,Qatar-2,0.74,0.037,0.037,2.494,0.054,0.054,1.33711647,2.60E-07,2.60E-07,0.02153,0.0002,0.0002
Qatar-3 b,Qatar-3,1.145,0.064,0.064,4.31,0.47,0.47,2.5079204,9.90E-06,9.90E-06,0.03783,0.00069,0.00069
Qatar-4 b,Qatar-4,0.896,0.063,0.063,5.85,0.47,0.47,1.8053949,9.90E-06,9.90E-06,0.02861,0.00048,0.00048
Qatar-5 b,Qatar-5,1.128,0.056,0.056,4.32,0.18,0.18,2.8792319,9.90E-06,9.90E-06,0.04127,0.0067,0.0067
Qatar-6 A b,Qatar-6 A,0.822,0.021,0.021,0.668,0.066,0.066,3.506189,2.00E-05,2.00E-05,0.0423,0.0004,0.0004
Qatar-7 b,Qatar-7,1.409,0.026,0.026,1.88,0.25,0.25,2.032046,1.00E-05,1.00E-05,0.0352,0.0002,0.0002
Qatar-8 b,Qatar-8,1.029,0.051,0.051,0.371,0.062,0.062,3.71495,0.001,0.001,0.0474,0.0008,0.0008
Qatar-9 b,Qatar-9,0.719,0.024,0.024,1.19,0.16,0.16,1.540731,3.80E-05,3.80E-05,0.0234,0.003,0.003
SDSS 1604+1000 b,SDSS 1604+1000,0.3,0.1,0.1,50,20,20,0.1433707,5.00E-07,5.00E-07,0.004,0.0004,0.0004
TIC 237913194 b,TIC 237913194,1.026,0.057,0.057,1.942,0.002,0.002,15.168865,1.80E-05,1.80E-05,0.1207,0.0037,0.0037
TOI-1062 b,TOI-1062,0.94,0.02,0.02,0.032,0.00271,0.00258,4.11412,0.0015,0.0015,0.052,0.025,0.025
TOI-1064 b,TOI-1064,0.748,0.052,0.052,0.0425,0.0057,0.0057,6.443868,2.50E-05,2.50E-05,0.06152,0.0009,0.0009
TOI-1064 c,TOI-1064,0.748,0.052,0.052,0.0079,0.006,0.0057,12.226574,4.30E-05,4.60E-05,0.09429,0.00136,0.00132
TOI-1075 b,TOI-1075,0.6,0.02,0.02,0.03131,0.0041,0.00428,0.6047328,3.20E-06,3.20E-06,0.0118,0.0001,0.0001
TOI-1107 b,TOI-1107,1.35,0.08,0.08,3.35,0.18,0.18,4.0782387,2.50E-06,2.50E-06,0.0561,0.0025,0.0025
TOI-1130 c,TOI-1130,0.684,0.17,0.16,0.974,0.044,0.043,8.350381,3.30E-05,3.30E-05,0.07098,0.0006,0.00056
TOI-1201 b,TOI-1201,0.512,0.02,0.02,0.01976,0.00277,0.00277,2.4919863,3.10E-06,3.10E-06,0.0287,0.0012,0.0012
TOI-122 b,TOI-122,0.312,0.007,0.007,0.0277,0.0098,0.028,5.07803,1.50E-05,1.50E-05,0.0392,0.0007,0.0007
TOI-1221 b,TOI-1221,1.03,0.06,0.06,3.5,3.5,0,91.68278,0.00041,0.00032,0.39,0.02,0.02
TOI-1231 b,TOI-1231,0.485,0.024,0.024,0.0485,0.0104,0.0104,24.245586,6.60E-05,6.60E-05,0.1288,0.0022,0.0022
TOI-1235 b,TOI-1235,0.63,0.024,0.024,0.0186,0.00195,0.00195,3.444717,4.20E-05,4.20E-05,0.03826,0.00049,0.00049
TOI-1238 b,TOI-1238,0.59,0.02,0.02,0.01183,0.00337,0.00362,0.764597,1.30E-05,1.30E-05,0.0139,0.0008,0.0008
TOI-1238 c,TOI-1238,0.59,0.02,0.02,0.02618,0.006,0.006,3.294736,3.60E-05,3.60E-05,0.037,0.002,0.002
TOI-1246 b,TOI-1246,0.87,0.03,0.03,0.0255,0.0035,0.0035,4.30744,2.00E-05,2.00E-05,0.049,0.002,0.002
TOI-1246 c,TOI-1246,0.87,0.03,0.03,0.0277,0.0038,0.0038,5.904144,8.30E-05,8.30E-05,0.061,0.002,0.002
TOI-1246 d,TOI-1246,0.87,0.03,0.03,0.0167,0.0053,0.0053,18.6559,0.00048,0.00048,0.131,0.004,0.004
TOI-1246 e,TOI-1246,0.87,0.03,0.03,0.0466,0.0072,0.0072,37.9216,0.001,0.001,0.211,0.007,0.007
TOI-125 b,TOI-125,0.859,0.038,0.044,0.0299,0.00277,0.00277,4.65382,0.00031,0.00033,0.05186,0.00077,0.00086
TOI-125 c,TOI-125,0.859,0.038,0.044,0.02086,0.00311,0.00311,9.15059,0.00082,0.0007,0.0814,0.0013,0.0013
TOI-125 d,TOI-125,0.859,0.038,0.044,0.0428,0.0038,0.0038,19.98,0.0056,0.005,0.137,0.0022,0.0022
TOI-1259A b,TOI-1259A,0.68,0.01,0.1,0.441,0.049,0.049,3.47798,1.90E-06,1.90E-06,0.0407,0.00114,0.00114
TOI-1260 b,TOI-1260,0.66,0.01,0.01,0.02693,0.00485,0.00485,3.127463,5.00E-06,5.00E-06,0.0367,0.0011,0.0011
TOI-1260 c,TOI-1260,0.66,0.01,0.01,0.0415,0.01331,0.01331,7.493134,2.00E-05,2.00E-05,0.0657,0.002,0.002
TOI-1260 d,TOI-1260,0.66,0.01,0.01,0.03725,0.0245,0.0245,16.608,8.30E-05,8.30E-05,0.1116,0.0033,0.0033
TOI-1266 b,TOI-1266,0.45,0.03,0.03,0.05,0.05,0,10.894843,7.00E-05,7.00E-05,0.0736,0.0017,0.0017
TOI-1266 c,TOI-1266,0.45,0.03,0.03,0.0201,0.0201,0,18.80151,0.00069,0.00069,0.1058,0.0024,0.0024
TOI-1268 b,TOI-1268,0.96,0.04,0.04,0.29,0.04,0.04,8.1577094,4.50E-06,4.50E-06,0.072,0.01,0.01
TOI-1278 b,TOI-1278,0.55,0.02,0.02,18.5,0.5,0.5,14.47567,0.00021,0.00021,0.095,0.001,0.001
TOI-1288 b,TOI-1288,0.89,0.02,0.04,42,3,3,2.6998,4.00E-06,4.00E-06,0.0429,0.0006,0.0006
TOI-1298 b,TOI-1298,1.44,0.1,0.1,0.356,0.032,0.032,4.537164,1.20E-05,1.20E-05,0.059,0.0023,0.0023
TOI-132 b,TOI-132,0.97,0.06,0.06,0.07183,0.0057,0.0057,2.1097008,1.20E-05,1.20E-05,0.026,0.003,0.002
TOI-1333 b,TOI-1333,1.464,0.08,0.08,2.37,0.24,0.24,4.720219,1.10E-05,1.10E-05,0.0626,0.0012,0.0012
TOI-1411 b,TOI-1411,0.59,0.23,0.23,0.0079,0.0041,0.006,1.4520358,9.80E-06,9.80E-06,0.023,0.0026,0.0026
TOI-1422 b,TOI-1422,0.981,0.065,0.065,0.028,0.006,0.006,12.9972,0.0006,0.0006,0.108,0.003,0.003
TOI-1431 b/MASCARA-5 b,TOI-1431/MASCARA-5,1.9,0.1,0.1,3.14,0.19,0.19,2.65022,1.00E-05,1.00E-05,0.047,0.002,0.002
TOI-1442 b,TOI-1442,0.29,0.02,0.02,0.005,0.0016,0.0035,0.41,3.00E-07,3.00E-07,0.0071,0.0002,0.0002
TOI-1452 b,TOI-1452,0.249,0.008,0.008,0.01517,0.0041,0.0041,11.06201,2.00E-05,2.00E-05,0.061,0.003,0.003
TOI-1468 b,TOI-1468,0.339,0.011,0.011,0.0101,0.00076,0.00076,1.8805136,2.60E-06,2.60E-06,0.0208,0.0004,0.0004
TOI-1468 c,TOI-1468,0.339,0.011,0.011,0.02089,0.00214,0.00214,15.532482,3.40E-05,3.40E-05,0.0849,0.0016,0.0016
TOI-1478 b,TOI-1478,0.946,0.04,0.06,0.847,0.048,0.052,10.180249,1.50E-05,1.50E-05,0.0903,0.0013,0.0018
TOI-150 b,TOI-150,1.249,0.12,0.69,2.51,0.12,0.12,5.857487,9.70E-05,8.90E-05,0.0643,0.0027,0.0027
TOI-1518 b,TOI-1518,1.79,0.26,0.26,2.3,2.3,0,1.902603,1.10E-05,1.10E-05,0.039,0.0011,0.0011
TOI-157 b,TOI-157,0.948,0.018,0.023,1.18,0.13,0.13,2.0845435,2.30E-06,2.30E-06,0.0318,0.00021,0.00025
TOI-1601 b,TOI-1601,1.517,0.049,0.053,0.99,0.11,0.11,5.331751,1.10E-05,1.10E-05,0.06864,0.0075,0.0079
TOI-163 b,TOI-163,1.4352,0.029,0.029,1.22,0.12,0.12,4.231306,5.70E-05,6.30E-05,0.058,0.0014,0.0014
TOI-1634 b,TOI-1634,0.502,0.014,0.014,0.01545,0.0022,0.0022,0.989343,1.50E-05,1.50E-05,0.01545,0.00014,0.00014
TOI-1670 b,TOI-1670,1.21,0.02,0.02,0.0434,0.0274,0.0299,10.98462,0.00051,0.00046,0.103,0.002,0.002
TOI-1670 c,TOI-1670,1.21,0.02,0.02,0.63,0.08,0.09,40.74976,0.00021,2.30E-05,0.249,0.005,0.005
TOI-169 b,TOI-169,1.147,0.075,0.069,0.791,0.06,0.064,2.2554477,6.30E-06,6.30E-06,0.03524,0.00079,0.00069
TOI-1693 b,TOI-1693,0.49,0.05,0.05,0.0088,0.003,0.0069,1.7666957,5.40E-06,5.40E-06,0.0226,0.0004,0.0004
TOI-1695 b,TOI-1695,0.54,0.03,0.03,0.0182,0.0016,0.0016,3.1342788,7.80E-06,7.80E-06,0.033548,0.00027,0.00027
TOI-1696 b,TOI-1696,0.255,0.0066,0.0066,0.1787,0.1787,0,2.50031,2.00E-05,2.00E-05,0.0235,0.0006,0.0006
TOI-1710 b,TOI-1710,0.984,0.06,0.05,0.089,0.0148,0.0148,24.283429,4.30E-05,4.30E-05,0.16,0.04,0.04
TOI-172 b,TOI-172,1.124,0.063,0.063,5.41,0.2,0.2,9.47721,0.0008,0.0006,0.0913,0.0017,0.0017
TOI-1728 b,TOI-1728,0.646,0.023,0.023,0.08426,0.01614,0.01708,3.49151,5.70E-05,6.20E-05,0.0391,0.0009,0.0009
TOI-1749 b,TOI-1749,0.58,0.03,0.03,0.06,0.041,0.069,2.38839,0.00066,0.00031,0.0291,0.0005,0.0005
TOI-1749 c,TOI-1749,0.58,0.03,0.03,0.0066,0.005,0.0179,4.4929,0.0027,0.0038,0.0443,0.0008,0.0008
TOI-1749 d,TOI-1749,0.58,0.03,0.03,0.0135,0.011,0.0195,9.0497,0.0032,0.0049,0.0707,0.0012,0.0012
TOI-1759 b,TOI-1759,0.61,0.02,0.02,0.0214,0.006,0.006,18.849975,6.00E-06,6.00E-06,0.1176,0.0013,0.0013
TOI-178 b,TOI-178,0.65,0.029,0.029,0.00472,0.00138,0.00123,1.914558,1.80E-05,1.80E-05,0.02607,0.00078,0.00078
TOI-178 c,TOI-178,0.65,0.029,0.029,0.01501,0.00214,0.00173,3.23845,2.00E-05,2.00E-05,0.037,0.0011,0.0011
TOI-178 d,TOI-178,0.65,0.029,0.029,0.00947,0.00289,0.00227,6.5577,1.60E-05,1.60E-05,0.0592,0.0018,0.0018
TOI-178 e,TOI-178,0.65,0.029,0.029,0.01214,0.00299,0.00337,9.961881,4.20E-05,4.20E-05,0.0783,0.0023,0.0024
TOI-178 f,TOI-178,0.65,0.029,0.029,0.02429,0.00478,0.00525,15.231915,9.50E-05,0.000115,0.1039,0.0031,0.0031
TOI-178 g,TOI-178,0.65,0.029,0.029,0.0124,0.0051,0.00412,20.7095,0.00011,0.00014,0.1275,0.0039,0.0038
TOI-1789 b,TOI-1789,1.499,0.15,0.061,0.7,0.16,0.16,3.208666,1.60E-05,1.60E-05,0.04873,0.0016,0.00065
TOI-179 b,TOI-179,0.807,0.007,0.02,0.0758,0.0242,0.0223,4.1374386,2.90E-06,2.90E-06,0.0476,0.001,0.001
TOI-1807 b,TOI-1807,0.75,0.025,0.025,0.00714,0.0019,0.0016,0.549229,5.00E-05,0.00012,0.0135,0.0022,0.0013
TOI-181 b,TOI-181,0.781,0.042,0.042,0.13,0.02,0.01,4.53206,2.00E-06,2.00E-06,0.05578,0.0004,0.0056
TOI-1811 b,TOI-1811,0.819,0.03,0.03,0.974,0.076,0.076,3.7130818,3.00E-06,3.00E-06,0.04393,0.00058,0.00058
TOI-1842 b,TOI-1842,1.46,0.03,0.03,0.214,0.04,0.04,9.5739,0.0001,0.0002,0.1,0.0007,0.0007
TOI-1860 b,TOI-1860,0.99,0.03,0.03,0.0069,0.0022,0.0041,1.062107,1.40E-06,1.40E-06,0.0204,0.0002,0.0002
TOI-1899 b,TOI-1899,0.627,0.028,0.028,0.66,0.07,0.07,29.02,0.23,0.36,0.1587,0.0075,0.0067
TOI-1937 b,TOI-1937,1.072,0.064,0.059,2.01,0.17,0.17,0.94667944,4.70E-07,4.70E-07,0.01932,0.00039,0.00039
TOI-2000 b,TOI-2000,1.074,0.05,0.06,0.0324,0.0069,0.0069,3.098331,2.10E-05,2.10E-05,0.0426,0.00067,0.00076
TOI-2000 c,TOI-2000,1.074,0.05,0.06,0.2382,0.012,0.012,9.1270553,7.30E-06,7.30E-06,0.0875,0.0016,0.0016
TOI-201 b,TOI-201,1.316,0.027,0.027,0.42,0.03,0.05,52.97818,4.00E-05,4.00E-05,0.3,0.03,0.03
TOI-2025 b,TOI-2025,1.32,0.14,0.14,4.4,0.4,0.4,8.872086,9.00E-06,9.00E-06,0.089,0.004,0.004
TOI-206 b,TOI-206,0.35,0.01,0.01,0.0069,0.0022,0.0041,0.7363104,3.00E-07,3.00E-07,0.0112,0.0001,0.0001
TOI-2081 b,TOI-2081,0.54,0.08,0.08,0.016,0.0076,0.0151,10.50534,8.00E-05,8.00E-05,0.0752,0.012,0.005
TOI-2136 b,TOI-2136,0.34,0.03,0.03,0.0148,0.0082,0.0098,7.85191,4.00E-05,4.00E-05,0.054,0.001,0.001
TOI-2145 b,TOI-2145,1.72,0.068,0.057,5.35,0.35,0.35,10.261081,2.70E-05,2.70E-05,0.1108,0.0015,0.0015
TOI-2152 b,TOI-2152,1.516,0.1,0.1,2.83,0.38,0.38,3.3773512,6.00E-06,6.00E-06,0.05064,0.001,0.001
TOI-2154 b,TOI-2154,1.233,0.09,0.077,0.92,0.19,0.19,3.6240801,2.50E-06,2.50E-06,0.0513,0.0013,0.0013
TOI-2158 b,TOI-2158,1.12,0.12,0.12,0.82,0.08,0.08,8.60077,3.00E-05,3.00E-05,0.074,0.004,0.004
TOI-216 b,TOI-216,0.77,0.03,0.03,0.0558,0.002,0.002,17.0991,0.0005,0.0005,0.1293,0.0051,0.0067
TOI-216 c,TOI-216,0.77,0.03,0.03,0.528,0.02,0.02,34.5507,0.0002,0.0002,0.2068,0.0081,0.01
TOI-2180 b,TOI-2180,1.111,0.047,0.047,2.755,0.08,0.08,260.158,0.00045,0.00045,0.828,0.012,0.012
TOI-2193 b,TOI-2193,1.082,0.05,0.05,0.94,0.18,0.18,2.1225735,1.60E-06,1.60E-06,0.03319,0.00052,0.00052
TOI-2196 b,TOI-2196,1.032,0.038,0.038,0.082,0.0041,0.0041,1.1947268,9.30E-06,7.90E-06,0.02234,0.0006,0.0006
TOI-220 b,TOI-220,0.825,0.028,0.028,0.0428,0.0038,0.0038,10.695264,8.70E-05,8.70E-05,0.0892,0.001,0.001
TOI-2202 b,TOI-2202,0.823,0.023,0.027,0.978,0.059,0.063,11.9101,0.0036,0.0022,0.09564,0.0016,0.00156
TOI-2202 c,TOI-2202,0.823,0.023,0.027,0.369,0.084,0.1,24.6744,0.034,0.0258,0.15544,0.00263,0.00255
TOI-2207 b,TOI-2207,1.296,0.07,0.07,0.64,0.12,0.12,8.001968,2.50E-05,2.50E-05,0.0854,0.0016,0.0016
TOI-2257 b,TOI-2257,0.33,0.02,0.02,0.0179,0.0072,0.0135,35.189346,9.00E-05,9.00E-05,0.145,0.003,0.003
TOI-2260 b,TOI-2260,0.99,0.04,0.04,0.011,0.0041,0.0079,0.3524728,4.70E-06,4.70E-06,0.0097,0.0001,0.0001
TOI-2285 b,TOI-2285,0.454,0.01,0.01,0.0614,0.0614,0,27.26955,0.0001,0.00013,0.1363,0.001,0.001
TOI-2364 b,TOI-2364,0.954,0.046,0.041,0.225,0.049,0.049,4.0197517,4.30E-06,4.30E-06,0.04871,0.0008,0.0007
TOI-237 b,TOI-237,0.179,0.004,0.004,0.009,0.003,0.006,5.436098,3.90E-05,3.90E-05,0.0341,0.001,0.001
TOI-2406 b,TOI-2406,0.162,0.008,0.008,0.0286,0.013,0.0223,3.0766896,6.50E-06,6.50E-06,0.0228,0.0016,0.0016
TOI-2411 b,TOI-2411,0.65,0.02,0.02,0.0123,0.0047,0.0072,0.7826942,3.70E-06,3.70E-06,0.0144,0.0001,0.0001
TOI-2427 b,TOI-2427,0.64,0.02,0.02,0.0129,0.0047,0.0098,1.3060011,0.001,0.001,0.0202,0.0002,0.0002
TOI-2445 b,TOI-2445,0.25,0.01,0.01,0.006,0.0022,0.0038,0.3711281,5.00E-07,5.00E-07,0.0064,0.0001,0.0001
TOI-2497 b,TOI-2497,1.86,0.08,0.086,5.21,0.52,0.52,10.655661,2.60E-05,2.60E-05,0.1167,0.0018,0.0018
TOI-251 b,TOI-251,1.036,0.009,0.013,1,1,0,4.93777,2.90E-05,2.90E-05,0.05741,0.00017,0.00023
TOI-257 b,TOI-257,1.389,0.009,0.056,0.134,0.023,0.023,18.38827,0.00072,0.00072,0.1523,0.0017,0.0017
TOI-2583 b,TOI-2583A,1.215,0.082,0.063,0.25,0.058,0.058,4.5207265,4.90E-06,4.90E-06,0.0571,0.0013,0.0013
TOI-263 b,TOI-263,0.4,0.1,0.1,61.6,4,4,0.5568143,3.20E-06,3.20E-06,0.0098,0.0008,0.0008
TOI-269 b,TOI-269,0.3917,0.0095,0.0095,0.0277,0.0044,0.0044,3.6977104,3.70E-06,3.70E-06,0.0345,0.0015,0.0015
TOI-270 b,TOI-270,0.4,0.02,0.02,0.006,0.0022,0.0047,3.36008,7.00E-05,6.50E-05,0.0306,0.0057,0.0033
TOI-270 c,TOI-270,0.4,0.02,0.02,0.0208,0.0088,0.0164,5.660172,3.50E-05,3.50E-05,0.0472,0.0033,0.0033
TOI-270 d,TOI-270,0.4,0.02,0.02,0.017,0.0066,0.013,11.38014,0.00011,0.00011,0.0733,0.0042,0.0042
TOI-2796 b,TOI-2796,1.063,0.06,0.06,0.44,0.1,0.1,4.8084983,5.70E-06,5.70E-06,0.04089,0.00087,0.00087
TOI-2803 b,TOI-2803,1.118,0.056,0.056,0.975,0.07,0.083,1.96229325,8.20E-07,8.20E-07,0.03185,0.00052,0.00052
TOI-2818 b,TOI-2818,0.977,0.049,0.063,0.71,0.26,0.26,4.039709,2.40E-06,2.40E-06,0.0493,0.001,0.001
TOI-2842 b,TOI-2842,1.135,0.08,0.08,0.37,0,0,3.5514058,7.80E-06,7.80E-06,0.0475,0.001,0.001
TOI-2977 b,TOI-2977,0.936,0.041,0.057,1.68,0.26,0.26,2.3505614,2.50E-06,2.50E-06,0.03386,0.0005,0.00067
TOI-3023 b,TOI-3023,1.12,0.06,0.11,0.62,0.1,0.1,3.9014971,3.10E-06,3.10E-06,0.0505,0.0009,0.0015
TOI-3362 b,TOI-3362,1.445,0.073,0.069,5.029,0.046,0.068,18.09547,3.00E-05,3.00E-05,0.153,0.003,0.003
TOI-3364 b,TOI-3364,1.186,0.083,0.059,1.67,0.013,0.013,5.8768918,6.90E-06,6.90E-06,0.0675,0.0016,0.0016
TOI-3629 b,TOI-3629,0.63,0.02,0.02,0.26,0.02,0.02,3.936551,6.00E-06,6.00E-06,0.043,0.002,0.002
TOI-3714 b,TOI-3714,0.53,0.02,0.02,0.7,0.03,0.03,2.154849,1.00E-06,1.00E-06,0.027,0.001,0.001
TOI-3757 b,TOI-3757,0.64,0.02,0.02,0.2684,0.0277,0.0277,3.438753,4.00E-06,4.00E-06,0.03845,0.00043,0.00043
TOI-3807 b,TOI-3807,1.181,0.092,0.064,1.04,0.15,0.15,2.8989727,3.90E-06,3.90E-06,0.0421,0.0011,0.0007
TOI-3819 b,TOI-3819,1.242,0.076,0.057,1.11,0.2,0.2,3.2443141,5.50E-06,5.50E-06,0.04611,0.00096,0.00069
TOI-3884 b,TOI-3884,0.2813,0.067,0.067,0.0519,0.0057,0.011,4.5445697,9.40E-06,9.40E-06,0.0354,0.0014,0.0014
TOI-3912 b,TOI-3912,1.088,0.07,0.086,0.406,0.07,0.07,3.4936264,3.80E-06,3.80E-06,0.0463,0.0012,0.0012
TOI-3976 b,TOI-3976,1.254,0.072,0.067,0.175,0.037,0.037,6.607662,1.60E-05,1.60E-05,0.0743,0.0014,0.0014
TOI-402 b,TOI-402,0.851,0.034,0.042,0.0227,0.0025,0.0025,4.75642,0.00021,0.00021,0.05245,0.00072,0.00085
TOI-402 c,TOI-402,0.851,0.034,0.042,0.02766,0.00525,0.00525,17.1784,0.0016,0.0016,0.1235,0.0017,0.002
TOI-4087 b,TOI-4087,1.178,0.042,0.039,0.73,0.14,0.14,3.1774835,9.40E-07,9.40E-07,0.04469,0.00054,0.00048
TOI-4138 b,TOI-4138,1.32,0.04,0.04,0.67,0.03,0.03,3.660028,6.00E-06,6.00E-06,0.051,0.002,0.002
TOI-4145 b,TOI-4145,0.905,0.044,0.044,0.43,0.13,0.13,4.0664428,5.80E-06,5.80E-06,0.04823,0.00079,0.00079
TOI-431 b,TOI-431,0.78,0.07,0.07,0.00966,0.0011,0.0011,0.490047,7.00E-06,1.00E-05,0.0113,0.003,0.002
TOI-431 d,TOI-431,0.78,0.07,0.07,0.0311,0.00469,0.00481,12.46103,2.00E-05,2.00E-05,0.098,0.002,0.002
TOI-4463 b,TOI-4463,1.056,0.063,0.059,0.794,0.04,0.04,2.8807198,2.80E-06,2.80E-06,0.04035,0.00082,0.00074
TOI-4479 b,TOI-4479,0.452,0.09,0.09,0.0261,0.025,0.013,1.1589,2.00E-05,1.00E-05,0.0164,0.003,0.0014
TOI-4481 b,TOI-4481,0.413,0.011,0.011,0.006,0.00053,0.00053,0.9263237,9.00E-07,9.00E-07,0.01406,0.0003,0.0003
TOI-4562 b,TOI-4562,1.218,0.048,0.054,3.29,0.8,1.9,225.11757,0.00027,0.00027,0.771,0.013,0.013
TOI-4791 b,TOI-4791,1.242,0.077,0.072,2.31,0.33,0.33,4.28088,2.30E-05,2.30E-05,0.0555,0.0012,0.0012
TOI-500 b,TOI-500,0.88,0.25,0.25,0.005,0.0022,0.0041,0.5481579,6.00E-07,6.00E-07,0.0128,0.0011,0.0011
TOI-5153 b,TOI-5153,1.24,0.07,0.07,3.26,0.17,0.17,20.33003,7.00E-05,7.00E-05,0.158,0.006,0.006
TOI-5205 b,TOI-5205,0.392,0.015,0.015,1.08,0.06,0.06,1.630757,1.00E-06,1.00E-06,0.0199,0.0002,0.0002
TOI-530 b,TOI-530,0.53,0.02,0.02,0.4,0.1,0.1,6.387597,1.90E-05,1.90E-05,0.052,0.005,0.005
TOI-532 b,TOI-532,0.639,0.023,0.023,0.1935,0.0293,0.0305,2.32666508,3.00E-05,3.00E-05,0.0296,0.00035,0.00035
TOI-544 b,TOI-544,0.85,0.2,0.2,0.016,0.006,0.013,1.548351,1.50E-06,1.50E-06,0.0251,0.0019,0.0019
TOI-5542 b,TOI-5542,0.89,0.031,0.056,1.32,0.1,0.1,75.12375,0.00019,0.00019,0.332,0.016,0.016
TOI-558 b,TOI-558,1.349,0.065,0.065,3.61,0.15,0.15,14.574071,2.60E-05,2.60E-05,0.1291,0.002,0.002
TOI-559 b,TOI-559,1.026,0.057,0.057,6.01,0.24,0.24,6.9839095,5.10E-06,5.10E-06,0.0723,0.0013,0.0013
TOI-561 b,TOI-561,0.805,0.03,0.03,0.00705,0.0006,0.0006,0.4465688,8.00E-07,8.00E-07,0.0106,0.0004,0.0004
TOI-561 c,TOI-561,0.805,0.03,0.03,0.0208,0.0023,0.0023,10.778831,3.60E-05,3.60E-05,0.089,0.003,0.003
TOI-561 d,TOI-561,0.805,0.03,0.03,0.03823,0.0035,0.0035,25.7124,0.0002,0.0002,0.159,0.006,0.006
TOI-561 e,TOI-561,0.805,0.03,0.03,0.0428,0.0044,0.0044,77.03,0.25,0.25,0.33,0.01,0.01
TOI-564 b,TOI-564,1.1,0.1,0.1,1.463,0.096,0.1,1.651144,1.80E-05,1.80E-05,0.02734,0.00053,0.00061
TOI-620 b,TOI-620,0.577,0.025,0.025,0.0485,0.0113,0.0173,5.0988179,4.50E-06,4.50E-06,0.04825,0.00066,0.00066
TOI-628 b,TOI-628,1.311,0.075,0.066,6.33,0.3,0.3,3.4095675,7.00E-06,7.00E-06,0.0486,0.00094,0.0008
TOI-640 b,TOI-640,1.536,0.076,0.069,0.88,0.16,0.16,5.0037775,4.80E-06,4.80E-06,0.06608,0.001,0.001
TOI-674 b,TOI-674,0.442,0.007,0.007,0.0739,0.0104,0.0104,1.977143,3.00E-06,3.00E-06,0.0231,0.0007,0.0007
TOI-677 b,TOI-677,1.18,0.058,0.058,1.236,0.069,0.069,11.2366,0.00011,0.00011,0.1038,0.0017,0.0017
