date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate
9/1/2023,24210131,0,10721,214878,0,0,358621.131,0,158.809,3182.956,0,0,
10/1/2023,24210131,0,10721,214878,0,0,358621.131,0,158.809,3182.956,0,0,
11/1/2023,24210131,0,10721,214878,0,0,358621.131,0,158.809,3182.956,0,0,
12/1/2023,24243393,33262,4751.714,214878,0,0,359113.836,492.705,70.386,3182.956,0,0,
13/1/2023,24243393,0,4751.714,214878,0,0,359113.836,0,70.386,3182.956,0,0,
14/1/2023,24243393,0,4751.714,214878,0,0,359113.836,0,70.386,3182.956,0,0,
15/1/2023,24243393,0,4751.714,214878,0,0,359113.836,0,70.386,3182.956,0,0,
16/1/2023,24243393,0,4751.714,214878,0,0,359113.836,0,70.386,3182.956,0,0,
17/1/2023,24243393,0,4751.714,214878,0,0,359113.836,0,70.386,3182.956,0,0,
18/1/2023,24243393,0,4751.714,214878,0,0,359113.836,0,70.386,3182.956,0,0,
19/1/2023,24259240,15847,2263.857,216255,1377,196.714,359348.576,234.739,33.534,3203.354,20.397,2.914,
20/1/2023,24259240,,,216255,,,359348.576,,,3203.354,,,
21/1/2023,24259240,,,216255,,,359348.576,,,3203.354,,,
22/1/2023,24259240,,,216255,,,359348.576,,,3203.354,,,
23/1/2023,24259240,,,216255,,,359348.576,,,3203.354,,,
